Selection	Begin Time (s)	End Time (s)
1005	14898.681750	14900.568750
1006	14901.665250	14902.685250
1007	14922.830250	14924.921250
1008	14937.747750	14939.481750
1009	14986.656750	14988.135750
1010	15002.492250	15003.512250
1011	15005.144250	15006.954750
1012	15015.726750	15017.001750
1013	15029.318250	15030.363750
1014	15036.866250	15038.370750
1015	15054.104250	15055.889250
1016	15058.005750	15059.102250
1017	15080.190750	15081.363750
1018	15093.654750	15094.802250
1019	15107.552250	15108.674250
1020	15118.823250	15120.710250
1021	15144.399750	15145.904250
1022	15168.344250	15169.364250
1023	15169.644750	15171.735750
1024	15205.344750	15206.747250
1025	15213.198750	15214.728750
1026	15215.034750	15216.462750
1027	15219.140250	15221.333250
1028	15222.302250	15223.679250
1029	15244.206750	15246.323250
1030	15247.572750	15249.434250
1031	15258.206250	15263.076750
1032	15299.057250	15301.071750
1033	15317.672250	15318.692250
1034	15331.544250	15332.564250
1035	15353.652750	15354.749250
1036	15406.743750	15408.426750
1037	15410.976750	15414.419250
1038	15479.367750	15481.968750
1039	15487.272750	15488.675250
1040	15495.126750	15496.197750
1041	15502.317750	15503.720250
1042	15531.999750	15534.651750
1043	15535.620750	15539.598750
1044	15540.108750	15541.587750
1045	15586.544250	15589.655250
1046	15592.587750	15593.684250
1047	15600.900750	15604.164750
1048	15632.214750	15633.234750
1049	15647.055750	15649.248750
1050	15652.538250	15657.383250
1051	15664.344750	15665.798250
1052	15673.677750	15675.692250
1053	15702.212250	15706.419750
1054	15710.448750	15711.468750
1055	15717.843750	15719.016750
1056	15723.479250	15724.652250
1057	15726.539250	15728.069250
1058	15751.376250	15753.696750
1059	15764.406750	15765.630750
1060	15766.089750	15767.237250
1061	15782.868750	15784.143750
1062	15816.860250	15819.512250
1063	15824.969250	15825.989250
1064	15832.746750	15834.735750
1065	15836.928750	15842.309250
1066	15843.431250	15844.961250
1067	15891.804750	15898.511250
1068	15909.782250	15912.102750
1069	15921.231750	15922.251750
1070	15946.629750	15953.030250
1071	15964.199250	15965.703750
1072	15972.639750	15974.042250
1073	15974.807250	15976.133250
1074	15995.742750	15996.864750
1075	16001.862750	16008.645750
1076	16008.875250	16010.303250
1077	16030.167750	16033.355250
1078	16045.161750	16046.589750
1079	16057.350750	16059.620250
1080	16072.523250	16073.543250
1081	16080.198750	16081.371750
1082	16081.805250	16082.850750
1083	16083.488250	16085.324250
1084	16094.988750	16098.584250
1085	16112.787750	16113.986250
1086	16134.819750	16135.916250
1087	16154.021250	16155.321750
1088	16168.454250	16169.474250
1089	16172.049750	16173.120750
1090	16186.661250	16187.681250
1091	16202.369250	16204.103250
1092	16223.585250	16225.089750
1093	16225.574250	16226.619750
1094	16239.879750	16242.072750
1095	16244.010750	16245.132750
1096	16246.688250	16249.544250
1097	16250.589750	16251.788250
1098	16253.471250	16259.106750
1099	16278.333750	16280.169750
1100	16298.631750	16299.677250
1101	16360.724250	16366.410750
1102	16376.024250	16380.384750
1103	16384.388250	16385.688750
1104	16401.269250	16402.926750
1105	16406.828250	16408.256250
1106	16412.922750	16413.942750
1107	16419.119250	16420.292250
1108	16429.880250	16431.461250
1109	16432.685250	16435.770750
1110	16436.102250	16437.275250
1111	16444.542750	16445.919750
1112	16471.521750	16472.541750
1113	16482.767250	16483.991250
1114	16484.271750	16485.393750
1115	16485.852750	16486.898250
1116	16511.633250	16512.806250
1117	16517.855250	16519.104750
1118	16519.691250	16520.838750
1119	16536.368250	16539.555750
1120	16539.810750	16542.258750
1121	16588.923750	16594.788750
1122	16619.447250	16621.181250
1123	16622.813250	16625.541750
1124	16632.095250	16633.880250
1125	16638.444750	16640.612250
1126	16651.143750	16652.622750
1127	16663.103250	16664.352750
1128	16671.492750	16672.767750
1129	16675.445250	16676.516250
1130	16718.948250	16720.835250
1131	16738.430250	16742.025750
1132	16761.635250	16763.547750
1133	16773.135750	16774.385250
1134	16816.332750	16817.378250
1135	16849.074750	16854.557250
1136	16864.094250	16865.445750
1137	16890.665250	16892.016750
1138	16901.732250	16906.602750
1139	16921.673250	16923.560250
1140	16923.815250	16925.855250
1141	17008.577250	17009.699250
1142	17010.821250	17012.682750
1143	17024.616750	17026.478250
1144	17031.552750	17032.674750
1145	17039.177250	17040.885750
1146	17066.028750	17069.471250
1147	17083.725750	17085.510750
1148	17103.207750	17104.508250
1149	17135.312250	17136.434250
1150	17142.554250	17145.563250
1151	17152.703250	17154.819750
1152	17191.743750	17194.548750
1153	17224.919250	17227.877250
1154	17228.132250	17229.305250
1155	17230.809750	17232.875250
1156	17233.181250	17234.252250
1157	17235.017250	17236.164750
1158	17238.536250	17239.811250
1159	17258.910750	17260.109250
1160	17271.278250	17272.808250
1161	17282.115750	17283.773250
1162	17289.816750	17291.142750
1163	17301.546750	17303.688750
1164	17353.643250	17355.096750
1165	17384.090250	17385.926250
1166	17395.004250	17396.942250
1167	17426.139750	17427.465750
1168	17446.029750	17447.891250
1169	17454.240750	17455.311750
1170	17486.013750	17487.161250
1171	17494.326750	17495.703750
1172	17505.062250	17506.158750
1173	17510.264250	17515.262250
1174	17537.141250	17538.467250
1175	17548.667250	17551.268250
1176	17567.511750	17570.240250
1177	17570.826750	17571.923250
1178	17577.737250	17578.884750
1179	17582.276250	17583.347250
1180	17608.107750	17610.708750
1181	17631.108750	17632.256250
1182	17635.214250	17636.259750
1183	17655.843750	17657.067750
1184	17686.112250	17690.574750
1185	17696.847750	17699.321250
1186	17701.437750	17703.171750
1187	17708.322750	17709.597750
1188	17717.681250	17718.956250
1189	17741.115750	17742.161250
1190	17768.681250	17770.619250
1191	17786.811750	17788.035750
1192	17789.514750	17791.019250
1193	17792.447250	17793.773250
1194	17794.538250	17796.144750
1195	17841.305250	17843.192250
1196	17848.725750	17850.357750
1197	17875.143750	17876.240250
1198	17901.612750	17902.734750
1199	17943.407250	17946.926250
1200	17952.255750	17953.938750
1201	17979.183750	17980.535250
1202	17982.932250	17984.513250
1203	17985.099750	17988.057750
1204	17999.226750	18001.113750
1205	18001.266750	18002.796750
1206	18028.245750	18029.469750
1207	18036.635250	18038.522250
1208	18047.880750	18049.563750
1209	18057.876750	18059.406750
1210	18067.337250	18068.765250
1211	18075.879750	18078.582750
1212	18085.161750	18086.895750
1213	18093.933750	18095.846250
1214	18140.292750	18141.567750
1215	18154.929750	18158.423250
1216	18159.239250	18162.681750
1217	18181.322250	18182.342250
1218	18197.718750	18199.019250
1219	18205.113750	18206.669250
1220	18207.918750	18208.938750
1221	18235.688250	18236.886750
1222	18238.952250	18240.201750
1223	18263.381250	18265.242750
1224	18279.879750	18281.231250
1225	18294.746250	18296.072250
1226	18327.411750	18328.890750
1227	18341.130750	18342.303750
1228	18346.179750	18349.571250
1229	18372.929250	18374.000250
1230	18385.322250	18386.393250
1231	18393.150750	18394.553250
1232	18397.358250	18398.480250
1233	18416.814750	18418.217250
1234	18428.927250	18431.859750
1235	18433.185750	18434.741250
1236	18466.590750	18468.681750
1237	18477.428250	18480.845250
1238	18523.991250	18525.852750
1239	18533.732250	18537.123750
1240	18557.166750	18558.263250
1241	18561.629250	18562.955250
1242	18566.346750	18568.514250
1243	18593.606250	18594.626250
1244	18670.896750	18673.089750
1245	18699.584250	18700.782750
1246	18705.194250	18708.075750
1247	18710.421750	18712.385250
1248	18715.164750	18716.337750
1249	18726.129750	18727.200750
1250	18736.941750	18738.318750
1251	18765.833250	18768.791250
1252	18774.120750	18775.140750
1253	18776.160750	18778.022250
1254	18785.315250	18786.564750
1255	18795.311250	18796.560750
1256	18823.131750	18825.656250
1257	18847.152750	18849.600750
1258	18850.467750	18851.717250
1259	18867.297750	18868.649250
1260	18912.432750	18913.707750
1261	18924.213750	18925.565250
1262	18933.903750	18937.065750
1263	18962.565750	18965.931750
1264	18967.844250	18968.864250
1265	18990.870750	18992.018250
1266	19005.533250	19006.706250
1267	19006.961250	19008.363750
1268	19019.915250	19021.164750
1269	19027.029750	19028.049750
1270	19067.319750	19068.518250
1271	19082.645250	19084.047750
1272	19106.309250	19107.609750
1273	19112.556750	19113.576750
1274	19119.696750	19121.124750
1275	19121.660250	19123.853250
1276	19130.049750	19131.324750
1277	19147.211250	19148.588250
1278	19174.470750	19175.592750
1279	19183.319250	19184.900250
1280	19189.388250	19190.535750
1281	19192.116750	19193.289750
1282	19222.971750	19224.246750
1283	19225.292250	19227.969750
1284	19240.337250	19242.147750
1285	19257.524250	19258.799250
1286	19279.352250	19281.341250
1287	19294.652250	19295.748750
1288	19313.420250	19314.975750
1289	19317.449250	19318.622250
1290	19334.126250	19335.350250
1291	19335.809250	19337.415750
1292	19347.513750	19348.712250
1293	19354.092750	19355.240250
1294	19375.665750	19376.685750
1295	19397.085750	19398.411750
1296	19471.367250	19472.897250
1297	19484.091750	19485.341250
1298	19510.458750	19511.810250
1299	19554.012750	19555.058250
1300	19565.360250	19566.966750
1301	19575.101250	19576.350750
1302	19580.991750	19582.445250
1303	19596.062250	19597.770750
1304	19604.859750	19607.741250
1305	19610.673750	19611.821250
1306	19644.282750	19646.603250
1307	19723.766250	19725.194250
1308	19787.108250	19788.332250
1309	19795.803750	19797.461250
1310	19806.029250	19807.508250
1311	19828.367250	19829.387250
1312	19830.279750	19832.039250
1313	19869.855750	19871.054250
1314	19875.516750	19876.970250
1315	19883.727750	19885.155750
1316	19942.377750	19947.171750
1317	19951.455750	19952.603250
1318	19973.207250	19974.686250
1319	19983.738750	19985.294250
1320	20018.724750	20019.821250
1321	20043.587250	20045.015250
1322	20062.482750	20063.910750
1323	20068.985250	20073.320250
1324	20115.752250	20116.823250
1325	20142.476250	20144.031750
1326	20152.472250	20153.696250
1327	20158.617750	20159.841750
1328	20194.292250	20196.867750
1329	20213.085750	20214.156750
1330	20216.222250	20218.746750
1331	20224.713750	20225.835750
1332	20226.065250	20227.926750
1333	20259.240750	20260.337250
1334	20261.357250	20263.550250
1335	20266.457250	20267.808750
1336	20268.242250	20269.364250
1337	20300.168250	20301.698250
1338	20335.970250	20337.729750
1339	20348.057250	20349.255750
1340	20349.867750	20351.525250
1341	20376.336750	20377.356750
1342	20400.612750	20404.029750
1343	20404.463250	20407.880250
1344	20427.260250	20429.121750
1345	20441.463750	20445.492750
1346	20465.637750	20468.391750
1347	20495.447250	20500.725750
1348	20501.822250	20503.122750
1349	20534.589750	20536.221750
1350	20538.134250	20540.327250
1351	20563.175250	20565.495750
1352	20570.085750	20571.105750
1353	20588.420250	20591.403750
1354	20605.046250	20607.213750
1355	20640.516750	20641.536750
1356	20645.234250	20650.257750
1357	20662.829250	20664.078750
1358	20682.489750	20683.586250
1359	20699.957250	20701.971750
1360	20735.376750	20736.830250
1361	20748.305250	20749.554750
1362	20756.057250	20757.255750
1363	20762.942250	20764.395750
1364	20773.830750	20775.003750
1365	20775.998250	20777.910750
1366	20788.161750	20789.615250
1367	20809.989750	20811.009750
1368	20827.508250	20830.670250
1369	20831.154750	20833.296750
1370	20833.551750	20835.081750
1371	20858.847750	20860.352250
1372	20860.683750	20862.953250
1373	20875.040250	20876.111250
1374	20885.010750	20886.081750
1375	20886.413250	20887.458750
1376	20892.482250	20894.802750
1377	20909.745750	20911.020750
1378	20917.676250	20919.945750
1379	20936.954250	20938.101750
1380	20943.813750	20944.833750
1381	20946.542250	20947.587750
1382	20953.376250	20957.226750
1383	20964.825750	20967.656250
1384	20971.659750	20973.419250
1385	20996.981250	20999.582250
1386	21005.574750	21007.155750
1387	21007.410750	21010.164750
1388	21014.219250	21015.290250
1389	21015.800250	21017.024250
1390	21060.221250	21061.649250
1391	21065.780250	21066.800250
1392	21067.335750	21068.687250
1393	21090.158250	21091.331250
1394	21101.913750	21103.494750
1395	21104.081250	21105.152250
1396	21114.816750	21116.219250
1397	21138.378750	21140.214750
1398	21143.402250	21145.008750
1399	21154.239750	21155.948250
1400	21164.388750	21166.683750
1401	21170.712750	21175.710750
1402	21198.150750	21201.491250
1403	21224.313750	21229.515750
1404	21242.138250	21243.183750
1405	21280.592250	21286.151250
1406	21302.088750	21303.108750
1407	21315.629250	21317.184750
1408	21332.306250	21335.366250
1409	21358.443750	21359.693250
1410	21383.255250	21384.606750
1411	21406.205250	21407.250750
1412	21436.397250	21439.661250
1413	21446.648250	21447.948750
1414	21486.453750	21487.626750
1415	21501.320250	21503.385750
1416	21512.438250	21515.549250
1417	21533.450250	21534.470250
1418	21544.313250	21546.353250
1419	21564.228750	21568.079250
1420	21575.627250	21577.361250
1421	21598.781250	21600.489750
1422	21600.923250	21602.325750
1423	21607.782750	21611.735250
1424	21619.716750	21620.966250
1425	21659.675250	21660.848250
1426	21672.731250	21673.751250
1427	21678.647250	21679.718250
1428	21686.424750	21687.623250
1429	21710.216250	21711.236250
1430	21720.722250	21722.124750
1431	21764.505750	21766.902750
1432	21770.778750	21771.900750
1433	21788.348250	21789.393750
1434	21805.101750	21806.376750
1435	21806.886750	21809.844750
1436	21831.749250	21832.998750
1437	21861.966750	21862.986750
1438	21884.202750	21886.089750
1439	21906.923250	21907.943250
1440	21908.325750	21911.538750
1441	21916.409250	21917.837250
1442	21923.192250	21926.048250
1443	21962.385750	21963.405750
1444	21964.910250	21967.817250
1445	21985.386750	21987.783750
1446	22017.261750	22018.842750
1447	22019.276250	22020.704250
1448	22021.800750	22023.177750
1449	22025.064750	22027.257750
1450	22027.793250	22028.991750
1451	22041.920250	22043.220750
1452	22061.861250	22063.034250
1453	22073.412750	22075.121250
1454	22077.263250	22078.410750
1455	22080.374250	22084.046250
1456	22121.454750	22122.474750
1457	22132.241250	22133.771250
1458	22144.838250	22146.878250
1459	22169.088750	22170.414750
1460	22184.465250	22186.097250
1461	22187.678250	22189.437750
1462	22202.366250	22205.043750
1463	22206.726750	22208.001750
1464	22211.826750	22213.203750
1465	22242.860250	22245.308250
1466	22258.950750	22260.149250
1467	22275.729750	22276.800750
1468	22278.075750	22281.594750
1469	22297.404750	22298.985750
1470	22331.268750	22332.620250
1471	22333.818750	22334.864250
1472	22344.044250	22345.956750
1473	22378.494750	22381.146750
1474	22395.401250	22397.313750
1475	22416.336750	22418.096250
1476	22427.862750	22429.469250
1477	22436.252250	22437.425250
1478	22440.536250	22441.607250
1479	22441.989750	22443.953250
1480	22446.044250	22447.319250
1481	22458.845250	22460.681250
1482	22460.910750	22463.460750
1483	22465.602750	22466.648250
1484	22484.600250	22485.696750
1485	22486.283250	22487.915250
1486	22488.450750	22489.751250
1487	22493.219250	22495.080750
1488	22519.407750	22520.504250
1489	22525.323750	22526.522250
1490	22529.913750	22531.163250
1491	22548.350250	22549.982250
1492	22557.122250	22559.442750
1493	22571.274750	22572.549750
1494	22587.543750	22589.507250
1495	22595.397750	22596.468750
1496	22606.235250	22608.122250
1497	22618.730250	22621.280250
1498	22621.866750	22623.447750
1499	22627.094250	22628.165250
1500	22654.149750	22655.322750
1501	22658.433750	22659.530250
1502	22670.469750	22671.693750
1503	22672.458750	22673.631750
1504	22678.961250	22680.338250
1505	22682.760750	22683.831750
1506	22685.412750	22686.458250
1507	22706.526750	22708.566750
1508	22713.590250	22715.120250
1509	22715.400750	22717.032750
1510	22723.407750	22725.422250
1511	22733.250750	22734.296250
1512	22735.163250	22736.285250
1513	22744.394250	22746.816750
1514	22749.800250	22751.075250
1515	22765.151250	22766.171250
1516	22784.174250	22785.653250
1517	22793.889750	22795.190250
1518	22810.694250	22812.836250
1519	22823.546250	22825.101750
1520	22830.125250	22831.476750
1521	22841.753250	22843.232250
1522	22844.150250	22845.195750
1523	22853.457750	22857.155250
1524	22932.074250	22933.247250
1525	22940.106750	22941.968250
1526	22949.822250	22951.326750
1527	22979.963250	22981.212750
1528	22991.055750	22993.044750
1529	23028.642750	23029.662750
1530	23036.904750	23038.766250
1531	23039.301750	23042.336250
1532	23073.777750	23076.302250
1533	23082.039750	23083.442250
1534	23094.024750	23096.600250
1535	23106.800250	23109.605250
1536	23111.186250	23112.257250
1537	23129.444250	23130.566250
1538	23133.855750	23135.997750
1539	23148.722250	23152.088250
1540	23163.231750	23166.776250
1541	23172.386250	23174.400750
1542	23187.686250	23189.420250
1543	23195.540250	23197.172250
1544	23197.554750	23199.824250
1545	23205.842250	23207.295750
1546	23210.559750	23211.783750
1547	23218.796250	23220.785250
1548	23221.295250	23222.595750
1549	23229.276750	23231.801250
1550	23238.533250	23239.782750
1551	23249.370750	23250.441750
1552	23268.852750	23270.739750
1553	23301.161250	23302.742250
1554	23303.201250	23304.629250
1555	23332.398750	23334.209250
1556	23339.717250	23341.017750
1557	23356.368750	23357.924250
1558	23364.987750	23366.007750
1559	23386.254750	23387.555250
1560	23413.845750	23414.967750
1561	23423.204250	23424.249750
1562	23451.432750	23453.064750
1563	23461.581750	23463.596250
1564	23513.907750	23515.004250
1565	23522.909250	23524.031250
1566	23541.983250	23543.360250
1567	23596.374750	23599.485750
1568	23603.234250	23604.534750
1569	23630.060250	23632.610250
1570	23637.633750	23638.934250
1571	23639.546250	23640.591750
1572	23642.937750	23644.569750
1573	23648.751750	23650.077750
1574	23651.123250	23652.194250
1575	23661.680250	23664.179250
1576	23696.181750	23698.451250
1577	23698.757250	23699.955750
1578	23724.996750	23727.623250
1579	23728.209750	23729.382750
1580	23733.794250	23735.171250
1581	23740.959750	23745.626250
1582	23750.496750	23753.072250
1583	23773.701750	23774.798250
1584	23805.959250	23808.840750
1585	23836.890750	23838.752250
1586	23841.404250	23843.316750
1587	23870.780250	23871.851250
1588	23878.608750	23879.628750
1589	23910.585750	23911.682250
1590	23913.977250	23915.124750
1591	23938.890750	23939.910750
1592	23971.887750	23973.494250
1593	23981.195250	23982.521250
1594	23984.025750	23985.147750
1595	24002.462250	24003.507750
1596	24033.776250	24035.025750
1597	24035.943750	24038.111250
1598	24045.404250	24046.449750
1599	24053.793750	24055.323750
1600	24056.063250	24057.083250
1601	24058.868250	24060.627750
1602	24068.277750	24070.674750
1603	24082.124250	24083.246250
1604	24093.318750	24094.593750
1605	24095.639250	24096.659250
1606	24131.211750	24132.461250
1607	24141.462750	24143.961750
1608	24158.139750	24163.596750
1609	24169.283250	24170.481750
1610	24179.814750	24183.206250
1611	24248.792250	24251.316750
1612	24257.870250	24258.890250
1613	24259.553250	24260.904750
1614	24285.639750	24289.898250
1615	24300.786750	24302.444250
1616	24315.270750	24316.392750
1617	24330.647250	24331.667250
1618	24334.472250	24336.104250
1619	24340.056750	24342.300750
1620	24344.289750	24345.335250
1621	24359.156250	24360.635250
1622	24376.623750	24377.847750
1623	24388.991250	24390.368250
1624	24395.289750	24400.976250
1625	24405.387750	24406.968750
1626	24413.318250	24416.199750
1627	24423.773250	24426.144750
1628	24430.862250	24433.080750
1629	24436.956750	24438.792750
1630	24447.513750	24449.706750
1631	24452.052750	24453.302250
1632	24453.582750	24460.212750
1633	24467.633250	24470.030250
1634	24485.126250	24486.732750
1635	24513.584250	24515.879250
1636	24525.671250	24526.716750
1637	24541.098750	24542.883750
1638	24561.422250	24562.518750
1639	24624.509250	24625.682250
1640	24655.134750	24656.664750
1641	24663.728250	24665.130750
1642	24667.986750	24669.083250
1643	24670.613250	24671.990250
1644	24674.616750	24675.866250
1645	24677.192250	24678.339750
1646	24683.796750	24685.683750
1647	24690.044250	24691.650750
1648	24698.816250	24701.723250
1649	24728.396250	24731.150250
1650	24733.368750	24735.459750
1651	24744.027750	24745.047750
1652	24750.045750	24751.422750
1653	24761.520750	24762.566250
1654	24768.558750	24769.961250
1655	24770.700750	24774.270750
1656	24776.412750	24778.656750
1657	24796.965750	24798.011250
1658	24798.648750	24799.974750
1659	24807.038250	24808.185750
1660	24826.596750	24827.948250
1661	24828.636750	24829.962750
1662	24834.450750	24836.694750
1663	24840.162750	24841.641750
1664	24864.183750	24865.560750
1665	24869.742750	24872.394750
1666	24872.471250	24874.485750
1667	24876.831750	24877.877250
1668	24878.412750	24879.432750
1669	24881.166750	24882.594750
1670	24929.616750	24931.095750
1671	24936.450750	24938.924250
1672	24957.692250	24959.961750
1673	24966.209250	24967.407750
1674	24982.860750	24984.747750
1675	25001.093250	25002.495750
1676	25028.633250	25029.704250
1677	25031.744250	25033.044750
1678	25040.006250	25042.989750
1679	25056.173250	25058.213250
1680	25064.460750	25065.761250
1681	25076.369250	25078.077750
1682	25081.214250	25082.234250
1683	25098.528750	25099.625250
1684	25113.089250	25114.109250
1685	25124.232750	25126.578750
1686	25138.232250	25140.552750
1687	25145.346750	25147.718250
1688	25162.788750	25165.568250
1689	25167.098250	25168.194750
1690	25172.249250	25174.289250
1691	25216.287750	25217.486250
1692	25230.516750	25231.842750
1693	25232.148750	25233.321750
1694	25245.969750	25247.193750
1695	25260.453750	25262.034750
1696	25287.407250	25289.192250
1697	25294.164750	25295.184750
1698	25299.290250	25300.488750
1699	25319.843250	25321.118250
1700	25341.212250	25343.303250
1701	25349.627250	25351.029750
1702	25355.976750	25357.404750
1703	25364.978250	25366.992750
1704	25372.067250	25373.367750
1705	25373.750250	25375.050750
1706	25450.709250	25453.488750
1707	25461.470250	25463.331750
1708	25468.788750	25470.318750
1709	25508.211750	25509.461250
1710	25525.985250	25527.158250
1711	25556.636250	25557.783750
1712	25590.296250	25593.458250
1713	25619.136750	25621.023750
1714	25715.169750	25716.393750
1715	25761.681750	25762.701750
1716	25772.519250	25773.870750
1717	25787.181750	25789.527750
1718	25822.091250	25823.187750
1719	25858.301250	25859.346750
1720	25862.610750	25863.707250
1721	25883.214750	25884.566250
1722	25898.591250	25899.764250
1723	25907.465250	25908.765750
1724	25919.960250	25922.178750
1725	25962.315750	25963.514250
1726	25967.849250	25968.920250
1727	25989.320250	25991.921250
1728	26021.577750	26023.235250
1729	26077.448250	26078.825250
1730	26090.249250	26095.782750
1731	26111.618250	26112.714750
1732	26113.862250	26114.984250
1733	26115.468750	26116.794750
1734	26123.373750	26125.362750
1735	26136.404250	26137.934250
1736	26163.867750	26166.137250
1737	26209.206750	26210.736750
1738	26222.874750	26224.302750
1739	26231.876250	26232.896250
1740	26237.741250	26240.087250
1741	26255.259750	26256.866250
1742	26297.921250	26299.221750
1743	26335.304250	26337.038250
1744	26338.160250	26339.205750
1745	26374.854750	26376.716250
1746	26399.819250	26401.323750
1747	26418.689250	26419.964250
1748	26497.713750	26498.912250
1749	26504.216250	26505.261750
1750	26510.336250	26511.458250
1751	26535.555750	26536.983750
1752	26546.393250	26547.642750
1753	26550.473250	26554.068750
1754	26555.700750	26556.746250
1755	26589.335250	26592.548250
1756	26594.945250	26597.648250
1757	26604.609750	26605.884750
1758	26630.084250	26631.996750
1759	26639.442750	26640.794250
1760	26663.591250	26664.968250
1761	26675.397750	26676.672750
1762	26685.368250	26687.408250
1763	26691.743250	26693.910750
1764	26699.418750	26703.396750
1765	26745.650250	26747.486250
1766	26765.030250	26766.101250
1767	26784.869250	26785.991250
1768	26797.976250	26799.429750
1769	26819.727750	26821.920750
1770	26847.777750	26849.664750
1771	26850.021750	26853.056250
1772	26871.492750	26872.512750
1773	26889.011250	26892.020250
1774	26904.566250	26909.691750
1775	26943.045750	26944.142250
1776	26944.397250	26945.468250
1777	26959.493250	26964.006750
1778	26979.689250	26981.168250
1779	26986.803750	26989.200750
1780	26993.841750	26994.912750
1781	27060.906750	27062.870250
1782	27073.605750	27076.742250
1783	27129.068250	27130.088250
1784	27165.737250	27167.139750
1785	27184.964250	27188.304750
1786	27240.426750	27241.625250
1787	27242.339250	27244.583250
1788	27256.695750	27260.954250
1789	27272.862750	27274.010250
1790	27311.979750	27313.458750
1791	27314.631750	27315.957750
1792	27334.113750	27335.210250
1793	27347.297250	27348.470250
1794	27431.906250	27433.130250
1795	27437.363250	27438.383250
1796	27438.689250	27442.539750
1797	27463.347750	27464.877750
1798	27466.382250	27469.748250
1799	27470.972250	27472.272750
1800	27493.055250	27496.523250
1801	27522.711750	27524.369250
1802	27527.378250	27528.398250
1803	27553.184250	27554.459250
1804	27563.409750	27565.832250
1805	27579.653250	27580.749750
1806	27582.713250	27584.268750
1807	27597.732750	27599.186250
1808	27614.256750	27615.480750
1809	27625.272750	27626.445750
1810	27630.066750	27633.942750
1811	27659.238750	27660.819750
1812	27671.988750	27673.416750
1813	27684.305250	27685.376250
1814	27691.521750	27692.567250
1815	27711.233250	27716.894250
1816	27722.810250	27723.830250
1817	27743.082750	27745.632750
1818	27752.186250	27753.690750
1819	27756.648750	27757.719750
1820	27759.249750	27762.182250
1821	27792.017250	27794.235750
1822	27800.712750	27802.548750
1823	27812.366250	27813.845250
1824	27815.043750	27817.236750
1825	27818.103750	27819.225750
1826	27845.975250	27848.066250
1827	27851.330250	27852.375750
1828	27854.798250	27857.858250
1829	27859.464750	27861.045750
1830	27869.690250	27872.597250
1831	27874.637250	27876.065250
1832	27882.236250	27883.919250
1833	27899.346750	27900.851250
1834	27908.220750	27909.572250
1835	27926.427750	27928.569750
1836	27931.298250	27932.981250
1837	27933.236250	27936.576750
1838	27962.331750	27965.442750
1839	27972.276750	27974.724750
1840	27989.948250	27991.019250
1841	27991.427250	27993.798750
1842	28016.060250	28019.808750
1843	28025.112750	28026.234750
1844	28044.875250	28047.144750
1845	28047.629250	28054.310250
1846	28059.435750	28060.506750
1847	28070.681250	28071.930750
1848	28077.948750	28079.223750
1849	28102.148250	28103.372250
1850	28103.933250	28105.488750
1851	28106.534250	28107.962250
1852	28112.042250	28113.087750
1853	28115.663250	28116.861750
1854	28118.570250	28119.717750
1855	28148.481750	28149.807750
1856	28162.124250	28164.572250
1857	28166.382750	28167.861750
1858	28176.659250	28177.934250
1859	28184.538750	28185.686250
1860	28191.041250	28192.137750
1861	28199.430750	28202.286750
1862	28204.887750	28205.958750
1863	28211.670750	28217.076750
1864	28230.056250	28232.555250
1865	28248.722250	28251.017250
1866	28267.821750	28273.967250
1867	28285.595250	28287.099750
1868	28290.491250	28291.868250
1869	28302.807750	28306.173750
1870	28308.290250	28309.335750
1871	28309.871250	28313.747250
1872	28318.821750	28324.584750
1873	28358.015250	28359.060750
1874	28367.450250	28368.470250
1875	28370.178750	28371.224250
1876	28372.652250	28373.723250
1877	28374.641250	28376.655750
1878	28381.730250	28384.433250
1879	28420.770750	28422.504750
1880	28442.598750	28444.256250
1881	28455.093750	28456.496250
1882	28479.777750	28481.103750
1883	28485.413250	28487.657250
1884	28492.808250	28493.930250
1885	28498.928250	28500.101250
1886	28552.121250	28553.166750
1887	28596.287250	28597.638750
1888	28607.991750	28609.343250
1889	28621.455750	28623.087750
1890	28650.347250	28653.381750
1891	28690.433250	28692.218250
1892	28692.830250	28694.232750
1893	28732.661250	28736.154750
1894	28769.789250	28771.293750
1895	28784.604750	28790.520750
1896	28799.547750	28801.026750
1897	28808.268750	28809.467250
1898	28811.762250	28812.986250
1899	28823.007750	28826.373750
1900	28838.103750	28843.127250
1901	28851.695250	28853.913750
1902	28879.056750	28880.561250
1903	28887.446250	28889.129250
1904	28889.919750	28896.600750
1905	28929.725250	28931.510250
1906	28935.437250	28936.941750
1907	28954.001250	28955.633250
1908	28975.472250	28976.517750
1909	28988.987250	28990.364250
1910	29003.904750	29005.562250
1911	29005.817250	29007.219750
1912	29013.798750	29015.022750
1913	29044.296750	29048.045250
1914	29060.642250	29065.232250
1915	29072.321250	29073.570750
1916	29089.074750	29090.324250
1917	29093.384250	29094.582750
1918	29100.473250	29102.156250
1919	29136.198750	29137.346250
1920	29147.495250	29148.974250
1921	29149.917750	29152.238250
1922	29200.994250	29202.728250
1923	29217.824250	29218.946250
1924	29224.836750	29227.284750
1925	29227.590750	29232.920250
1926	29236.974750	29238.428250
1927	29253.116250	29257.451250
1928	29282.823750	29284.277250
1929	29288.918250	29290.244250
1930	29307.380250	29310.771750
1931	29313.653250	29314.673250
1932	29322.807750	29323.878750
1933	29325.536250	29326.785750
1934	29342.570250	29346.522750
1935	29351.265750	29353.535250
1936	29381.355750	29383.829250
