Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Predicted	Filename	Score	Key	Classification	Begin Time (s)	End Time (s)	spect_key
24	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T070549.697744.711744.sel.24.ch01.spectrogram.jpg	0.99997	20171204T070000Z_20171205T070000Z	bdf	25549.86075	25554.88425	MARS-20171204T000000Z-2khz.24
120	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T072634.3183943.3197943.sel.120.ch01.spectrogram.jpg	0.99992	20171204T070000Z_20171205T070000Z	bdf	26794.10775	26796.83625	MARS-20171204T000000Z-2khz.120
204	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T074704.5645560.5659560.sel.204.ch01.spectrogram.jpg	0.99974	20171204T070000Z_20171205T070000Z	bdf	28024.78875	28027.77225	MARS-20171204T000000Z-2khz.204
208	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T074741.5718337.5732337.sel.208.ch01.spectrogram.jpg	0.99971	20171204T070000Z_20171205T070000Z	bdf	28061.73825	28063.59975	MARS-20171204T000000Z-2khz.208
292	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20171204T080726.8087746.8101746.sel.292.ch01.spectrogram.jpg	0.94917	20171204T070000Z_20171205T070000Z	bdt	29246.69775	29248.04925	MARS-20171204T000000Z-2khz.292
378	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T082517.10230078.10244078.sel.378.ch01.spectrogram.jpg	0.99256	20171204T070000Z_20171205T070000Z	bdf	30317.90175	30319.17675	MARS-20171204T000000Z-2khz.378
387	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T082647.10408731.10422731.sel.387.ch01.spectrogram.jpg	0.99717	20171204T070000Z_20171205T070000Z	bdf	30407.17725	30408.55425	MARS-20171204T000000Z-2khz.387
416	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T083158.11031594.11045594.sel.416.ch01.spectrogram.jpg	0.99987	20171204T070000Z_20171205T070000Z	bdf	30718.63425	30719.96025	MARS-20171204T000000Z-2khz.416
416	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T083158.11031594.11045594.sel.416.ch01.spectrogram.jpg	0.99987	20171204T070000Z_20171205T070000Z	bdf	30718.63425	30719.96025	MARS-20171204T000000Z-2khz.416
416	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T083158.11031594.11045594.sel.416.ch01.spectrogram.jpg	0.99987	20171204T070000Z_20171205T070000Z	bdf	30718.63425	30719.96025	MARS-20171204T000000Z-2khz.416
435	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T083602.11519026.11533026.sel.435.ch01.spectrogram.jpg	0.99926	20171204T070000Z_20171205T070000Z	bdf	30962.49075	30963.53625	MARS-20171204T000000Z-2khz.435
435	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T083602.11519026.11533026.sel.435.ch01.spectrogram.jpg	0.99926	20171204T070000Z_20171205T070000Z	bdf	30962.49075	30963.53625	MARS-20171204T000000Z-2khz.435
435	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T083602.11519026.11533026.sel.435.ch01.spectrogram.jpg	0.99926	20171204T070000Z_20171205T070000Z	bdf	30962.49075	30963.53625	MARS-20171204T000000Z-2khz.435
463	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T084047.12091705.12105705.sel.463.ch01.spectrogram.jpg	0.56384	20171204T070000Z_20171205T070000Z	bdt	31247.98875	31250.71725	MARS-20171204T000000Z-2khz.463
495	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T084627.12769113.12783113.sel.495.ch01.spectrogram.jpg	0.99991	20171204T070000Z_20171205T070000Z	bdf	31587.16425	31588.94925	MARS-20171204T000000Z-2khz.495
500	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T084829.13014627.13028627.sel.500.ch01.spectrogram.jpg	0.99716	20171204T070000Z_20171205T070000Z	bdf	31709.69175	31711.93575	MARS-20171204T000000Z-2khz.500
555	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T090148.14611641.14625641.sel.555.ch01.spectrogram.jpg	0.99998	20171204T070000Z_20171205T070000Z	bdf	32508.04575	32510.59575	MARS-20171204T000000Z-2khz.555
787	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T095448.20972157.20986157.sel.787.ch01.spectrogram.jpg	0.99991	20171204T070000Z_20171205T070000Z	bdf	35688.89025	35690.26725	MARS-20171204T000000Z-2khz.787
912	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T102603.24723462.24737462.sel.912.ch01.spectrogram.jpg	0.9999	20171204T070000Z_20171205T070000Z	bdf	37563.01275	37567.44975	MARS-20171204T000000Z-2khz.912
916	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T102655.24826278.24840278.sel.916.ch01.spectrogram.jpg	1.0	20171204T070000Z_20171205T070000Z	bdf	37615.03275	37618.24575	MARS-20171204T000000Z-2khz.916
972	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T104258.26752242.26766242.sel.972.ch01.spectrogram.jpg	0.98868	20171204T070000Z_20171205T070000Z	bdf	38578.62675	38580.61575	MARS-20171204T000000Z-2khz.972
972	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20171204T104258.26752242.26766242.sel.972.ch01.spectrogram.jpg	0.98868	20171204T070000Z_20171205T070000Z	bdf	38578.62675	38580.61575	MARS-20171204T000000Z-2khz.972
