Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	Predicted	Filename	Score	Key	Classification	Begin Time (s)	End Time (s)	spect_key
60	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T073652.4419622.4433622.sel.60.ch01.spectrogram.jpg	0.63495	20160917T070000Z_20160918T070000Z	bdf	27412.76325	27413.85975	MARS-20160917T000000Z-2khz.60
93	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T080710.8056764.8070764.sel.93.ch01.spectrogram.jpg	0.9893	20160917T070000Z_20160918T070000Z	bdf	29230.50525	29233.25925	MARS-20160917T000000Z-2khz.93
108	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T083053.10902028.10916028.sel.108.ch01.spectrogram.jpg	0.93952	20160917T070000Z_20160918T070000Z	bdt	30653.71125	30655.31775	MARS-20160917T000000Z-2khz.108
108	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T083053.10902028.10916028.sel.108.ch01.spectrogram.jpg	0.93952	20160917T070000Z_20160918T070000Z	bdt	30653.71125	30655.31775	MARS-20160917T000000Z-2khz.108
120	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T084228.12290631.12304631.sel.120.ch01.spectrogram.jpg	0.99948	20160917T070000Z_20160918T070000Z	bdf	31348.10175	31349.52975	MARS-20160917T000000Z-2khz.120
122	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T084533.12662956.12676956.sel.122.ch01.spectrogram.jpg	0.99449	20160917T070000Z_20160918T070000Z	bdt	31533.92025	31536.03675	MARS-20160917T000000Z-2khz.122
141	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T090227.14688804.14702804.sel.141.ch01.spectrogram.jpg	0.99888	20160917T070000Z_20160918T070000Z	bdf	32547.31575	32548.48875	MARS-20160917T000000Z-2khz.141
153	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T091448.16170991.16184991.sel.153.ch01.spectrogram.jpg	0.92202	20160917T070000Z_20160918T070000Z	bdt	33288.44775	33289.54425	MARS-20160917T000000Z-2khz.153
153	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T091448.16170991.16184991.sel.153.ch01.spectrogram.jpg	0.92202	20160917T070000Z_20160918T070000Z	bdt	33288.44775	33289.54425	MARS-20160917T000000Z-2khz.153
208	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T102521.24637858.24651858.sel.208.ch01.spectrogram.jpg	0.99996	20160917T070000Z_20160918T070000Z	bdf	37521.85575	37523.00325	MARS-20160917T000000Z-2khz.208
245	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T105847.28650615.28664615.sel.245.ch01.spectrogram.jpg	0.65673	20160917T070000Z_20160918T070000Z	bdt	39527.30325	39530.31225	MARS-20160917T000000Z-2khz.245
245	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T105847.28650615.28664615.sel.245.ch01.spectrogram.jpg	0.65673	20160917T070000Z_20160918T070000Z	bdt	39527.30325	39530.31225	MARS-20160917T000000Z-2khz.245
245	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T105847.28650615.28664615.sel.245.ch01.spectrogram.jpg	0.65673	20160917T070000Z_20160918T070000Z	bdt	39527.30325	39530.31225	MARS-20160917T000000Z-2khz.245
321	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T121703.38041653.38055653.sel.321.ch01.spectrogram.jpg	0.99992	20160917T070000Z_20160918T070000Z	bdf	44223.71475	44224.93875	MARS-20160917T000000Z-2khz.321
459	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T144902.56281701.56295701.sel.459.ch01.spectrogram.jpg	0.79061	20160917T070000Z_20160918T070000Z	bdt	53342.92275	53345.77875	MARS-20160917T000000Z-2khz.459
474	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T150502.58198587.58212587.sel.474.ch01.spectrogram.jpg	0.67738	20160917T070000Z_20160918T070000Z	bdf	54302.25825	54303.32925	MARS-20160917T000000Z-2khz.474
475	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T150508.58211796.58225796.sel.475.ch01.spectrogram.jpg	0.84464	20160917T070000Z_20160918T070000Z	bdt	54308.73525	54310.06125	MARS-20160917T000000Z-2khz.475
475	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T150508.58211796.58225796.sel.475.ch01.spectrogram.jpg	0.84464	20160917T070000Z_20160918T070000Z	bdt	54308.73525	54310.06125	MARS-20160917T000000Z-2khz.475
477	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T150603.58322109.58336109.sel.477.ch01.spectrogram.jpg	0.99456	20160917T070000Z_20160918T070000Z	bdt	54363.50925	54365.60025	MARS-20160917T000000Z-2khz.477
479	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T150629.58373925.58387925.sel.479.ch01.spectrogram.jpg	0.99641	20160917T070000Z_20160918T070000Z	bdt	54389.34075	54391.58475	MARS-20160917T000000Z-2khz.479
479	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T150629.58373925.58387925.sel.479.ch01.spectrogram.jpg	0.99641	20160917T070000Z_20160918T070000Z	bdt	54389.34075	54391.58475	MARS-20160917T000000Z-2khz.479
574	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T155647.64408984.64422984.sel.574.ch01.spectrogram.jpg	0.99156	20160917T070000Z_20160918T070000Z	bdf	57407.34225	57408.64275	MARS-20160917T000000Z-2khz.574
613	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T161702.66839695.66853695.sel.613.ch01.spectrogram.jpg	0.99952	20160917T070000Z_20160918T070000Z	bdf	58622.54475	58624.15125	MARS-20160917T000000Z-2khz.613
630	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T163009.68414346.68428346.sel.630.ch01.spectrogram.jpg	0.9836	20160917T070000Z_20160918T070000Z	bdf	59409.98475	59411.361749	MARS-20160917T000000Z-2khz.630
639	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T163605.69125235.69139235.sel.639.ch01.spectrogram.jpg	0.99969	20160917T070000Z_20160918T070000Z	bdf	59765.45475	59766.78075	MARS-20160917T000000Z-2khz.639
693	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T172316.74787918.74801918.sel.693.ch01.spectrogram.jpg	0.96551	20160917T070000Z_20160918T070000Z	bdf	62596.77075	62598.14775	MARS-20160917T000000Z-2khz.693
694	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T172421.74918172.74932172.sel.694.ch01.spectrogram.jpg	0.91877	20160917T070000Z_20160918T070000Z	bdt	62661.74475	62663.42775	MARS-20160917T000000Z-2khz.694
696	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T172436.74948568.74962568.sel.696.ch01.spectrogram.jpg	0.98801	20160917T070000Z_20160918T070000Z	bdt	62676.73875	62678.82975	MARS-20160917T000000Z-2khz.696
696	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T172436.74948568.74962568.sel.696.ch01.spectrogram.jpg	0.98801	20160917T070000Z_20160918T070000Z	bdt	62676.73875	62678.82975	MARS-20160917T000000Z-2khz.696
697	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T172444.74963944.74977944.sel.697.ch01.spectrogram.jpg	0.64149	20160917T070000Z_20160918T070000Z	bdt	62684.92425	62686.02075	MARS-20160917T000000Z-2khz.697
697	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T172444.74963944.74977944.sel.697.ch01.spectrogram.jpg	0.64149	20160917T070000Z_20160918T070000Z	bdt	62684.92425	62686.02075	MARS-20160917T000000Z-2khz.697
735	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T180540.79874836.79888836.sel.735.ch01.spectrogram.jpg	0.63334	20160917T070000Z_20160918T070000Z	bdt	65140.19175	65141.64525	MARS-20160917T000000Z-2khz.735
735	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T180540.79874836.79888836.sel.735.ch01.spectrogram.jpg	0.63334	20160917T070000Z_20160918T070000Z	bdt	65140.19175	65141.64525	MARS-20160917T000000Z-2khz.735
752	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T182358.82071279.82085279.sel.752.ch01.spectrogram.jpg	0.55962	20160917T070000Z_20160918T070000Z	bdf	66238.57875	66239.70075	MARS-20160917T000000Z-2khz.752
765	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T183439.83352144.83366144.sel.765.ch01.spectrogram.jpg	0.70867	20160917T070000Z_20160918T070000Z	bdf	66879.03675	66880.10775	MARS-20160917T000000Z-2khz.765
821	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T195928.93531438.93545438.sel.821.ch01.spectrogram.jpg	0.99929	20160917T070000Z_20160918T070000Z	bdf	71968.70925	71969.72925	MARS-20160917T000000Z-2khz.821
841	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T201752.95739508.95753508.sel.841.ch01.spectrogram.jpg	0.99461	20160917T070000Z_20160918T070000Z	bdf	73072.60425	73073.90475	MARS-20160917T000000Z-2khz.841
841	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T201752.95739508.95753508.sel.841.ch01.spectrogram.jpg	0.99461	20160917T070000Z_20160918T070000Z	bdf	73072.60425	73073.90475	MARS-20160917T000000Z-2khz.841
841	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T201752.95739508.95753508.sel.841.ch01.spectrogram.jpg	0.99461	20160917T070000Z_20160918T070000Z	bdf	73072.60425	73073.90475	MARS-20160917T000000Z-2khz.841
841	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T201752.95739508.95753508.sel.841.ch01.spectrogram.jpg	0.99461	20160917T070000Z_20160918T070000Z	bdf	73072.60425	73073.90475	MARS-20160917T000000Z-2khz.841
911	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T212904.104285221.104299221.sel.911.ch01.spectrogram.jpg	0.99298	20160917T070000Z_20160918T070000Z	bdf	77344.89975	77347.32225	MARS-20160917T000000Z-2khz.911
928	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T215849.107852824.107866824.sel.928.ch01.spectrogram.jpg	0.99965	20160917T070000Z_20160918T070000Z	bdf	79129.03275	79130.79225	MARS-20160917T000000Z-2khz.928
928	Spectrogram 1	1	20.0	120.0	bdf	/tmp/tmpu6uqz1jf/images/20160917T215849.107852824.107866824.sel.928.ch01.spectrogram.jpg	0.99965	20160917T070000Z_20160918T070000Z	bdf	79129.03275	79130.79225	MARS-20160917T000000Z-2khz.928
1029	Spectrogram 1	1	20.0	120.0	bdt	/tmp/tmpu6uqz1jf/images/20160917T232603.118321671.118335671.sel.1029.ch01.spectrogram.jpg	0.7552300000000001	20160917T070000Z_20160918T070000Z	bdt	84363.59625	84365.07525	MARS-20160917T000000Z-2khz.1029
